actor,movie_or_TV_name
Chris Columbus,The Thursday Murder Club
Chris Columbus,Galaxy High School
Chris Columbus,Reunited Apart
Chris Columbus,Little Nemo: Adventures in Slumberland
Chris Columbus,Gremlins 2: The New Batch
Chris Columbus,Harry Potter 20th Anniversary: Return to Hogwarts
Chris Columbus,The Movies That Made Us
Chris Columbus,Reckless
Chris Columbus,Child Star
Chris Columbus,David Holmes: The Boy Who Lived
Chris Columbus,The Cove
Chris Columbus,Nine Months
Chris Columbus,Only the Lonely
Chris Columbus,The Goonies
Chris Columbus,Daniel Radcliffe: Being Harry Potter
Chris Columbus,Home Alone 2: Lost in New York
Chris Columbus,100 Years of Warner Bros.
Chris Columbus,Gremlins
Chris Columbus,Cute. Clever. Mischievous. Intelligent. Dangerous: Making Gremlins
Chris Columbus,No Day But Today: The Story of 'Rent'
Chris Columbus,Music by John Williams
Chris Columbus,Fog City Mavericks
Chris Columbus,The Christmas Chronicles: Part Two
Chris Columbus,Showbiz Kids
Chris Columbus,From Gizmo to Gremlins: Creating the Creatures
Chris Columbus,The Magic Touch of Harry Potter
Chris Columbus,Heartbreak Hotel
Chris Columbus,Christmas with the Kranks
Gary Arthurs,Great Expectations
Gary Arthurs,The Great Challenge
Tolga Kenan,Saxondale
Tolga Kenan,David Holmes: The Boy Who Lived
Gary Powell,Death in Venice: The Sinking Palazzo
Gary Powell,The Hollow Crown
Gary Powell,James Bond Down River
Gary Powell,Becoming Bond
Brian Estabrook,The Magnificent Seven Deadly Sins
Abbi Collins,In Praise of Action
Greg Powell,The World Is Not Enough
Greg Powell,We'll Meet Again
Greg Powell,Doctor Who
Greg Powell,North Sea Hijack
Greg Powell,The Wild Geese
Greg Powell,Unlocked
Greg Powell,Jolt
Greg Powell,Dempsey and Makepeace
Greg Powell,Nitro Circus 3D
Greg Powell,Hollywood Bulldogs: The Rise and Falls of the Great British Stuntman
Greg Powell,David Holmes: The Boy Who Lived
Greg Powell,The Bill
Greg Powell,Bellman and True
Greg Powell,The World of Eddie Weary
Greg Powell,The 10th Man
Greg Powell,Death Wish 3
Greg Powell,Prem Ratan Dhan Payo
Greg Powell,Sahara
Greg Powell,Nitro Circus Greatest Hits
Greg Powell,For Your Eyes Only
Greg Powell,When Harry Left Hogwarts
Greg Powell,1242: Gateway to the West
Greg Powell,Willow
Greg Powell,The Lady and the Highwayman
Marc Wolff,The Dictator
Marc Wolff,Highly Classified: The World of 007
Marc Wolff,Anatomy of Catastrophe: The Making of 'Doomsday'
Marc Wolff,Unwatchable
Marc Wolff,Doomsday
Sandra Frieze,Richard II
Sandra Frieze,Professional Foul
Mark Coulier,Star Wars: Episode I - The Phantom Menace
Mark Coulier,Leviathan: The Story of Hellraiser and Hellbound: Hellraiser II
Mark Coulier,The Lair of the White Worm
Graham Churchyard,Marvel Studios Assembled: The Making of Doctor Strange in the Multiverse of Madness
Graham Churchyard,Ending the Knight
Amanda Knight,The Skywalker Legacy
Rosemary Burrows,The House of Horror - Memories of Bray
Rosemary Burrows,Strength and Honor: Creating the World of 'Gladiator'
Judianna Makovsky,Marvel Studios Assembled: The Making of the Guardians of the Galaxy Vol. 3
Judianna Makovsky,The World Is Watching: Making the Hunger Games
Peter Mountain,According to Plan: The Making of 'Pirates of the Caribbean: Dead Man's Chest'
Peter Mountain,Underground
Peter Mountain,Sweeney Todd: The Demon Barber of Fleet Street
Peter Mountain,Once Upon a Time There Was a Country
John Seale,Till There Was You
John Seale,The Hitcher: How Do These Movies Get Made?
John Seale,Doctors & Nurses
John Seale,The Oscars
John Seale,"Careful, He Might Hear You"
John Seale,Not Quite Hollywood
John Seale,Silver City
Pete Cavaciuti,Allied Forces: Making 1917
Pete Cavaciuti,1Life
